similarity,md5,filename,name,query_filename,query_name,query_md5,ani
0.3261837312828814,60bfe150353edefcbd7db7314951359d,prebuiltrep.sbt.gz,"GCF_003697165.2 Escherichia coli DSM 30083 = JCM 1649 = ATCC 11775 strain=ATCC 11775, ASM369716v2",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.977374316563802
0.12455431423817447,38d496bbf253b84b1d5c7263cc0903fc,prebuiltrep.sbt.gz,"GCF_002965065.1 Escherichia sp. MOD1-EC7003 strain=MOD1-EC7003, ASM296506v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.9525420129567783
0.1064364925117183,3e5892a57a7a64d24a3fe971c7892e95,prebuiltrep.sbt.gz,"GCF_004211955.1 Escherichia sp. E1V33 strain=E1V33, ASM421195v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.9482208176359538
0.09837193304288007,b27afc8d13e4820820cdf21815f5f5cc,prebuiltrep.sbt.gz,"GCF_902498915.1 Escherichia ruysiae, OPT1704",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.9460369989947176
0.09639358860195904,508fc5149090b0f21b10913fa9e34604,prebuiltrep.sbt.gz,"GCF_005843885.1 Escherichia sp. E4742 strain=E4742, ASM584388v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.9454721988153695
0.0956641431520991,16c61a72a7b0e33b078d70321bdf2cda,prebuiltrep.sbt.gz,"GCF_000026225.1 Escherichia fergusonii ATCC 35469 strain=ATCC 35469T, ASM2622v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.9452608451237317
0.07918840579710144,25b34dd87c6b4bbf7d36e3fcfbbf0b67,prebuiltrep.sbt.gz,"GCF_011881725.1 Escherichia coli strain=SCPM-O-B-8794, ASM1188172v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.9399742270988466
0.0751648851489652,7d109bdb6e2ced57e1b50d1ac5322147,prebuiltrep.sbt.gz,"GCF_001660175.1 Escherichia sp. B1147 strain=B1147, ASM166017v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.9385074823252761
0.058157602663706995,a1461e68aa78acc003ce1e7ce21c2ff7,prebuiltrep.sbt.gz,"GCF_002900365.1 Escherichia marmotae strain=HT073016, ASM290036v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.931252163418095
0.05267907501410039,ec7996bccc7c412b5faa8b28514c6c3e,prebuiltrep.sbt.gz,"GCF_000759775.1 Escherichia albertii NBRC 107761 strain=NBRC 107761, ASM75977v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.928440207991653
0.010077682133109386,8ff5c60b9bea43ee9b8f1ceb0021a67c,prebuiltrep.sbt.gz,"GCA_900446925.1 Citrobacter koseri strain=NCTC10786, 31340_G02",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8813784905077745
0.009201819685690654,cc202bbbfd968250119e7de6f8d1ba0e,prebuiltrep.sbt.gz,"GCF_008692785.1 Salmonella enterica subsp. diarizonae strain=CCUG 30040T, ASM869278v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8788218146307133
0.008696609423161602,402caeae0719125c422c8520a0800727,prebuiltrep.sbt.gz,"GCF_013836145.1 Citrobacter sp. RHB25-C09 strain=RHB25-C09, ASM1383614v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8772366239678698
0.008652537429515847,7cab4eb0836404eb464d74acdd5cd935,prebuiltrep.sbt.gz,"GCF_008369545.1 Pseudocitrobacter sp. 73 strain=73, ASM836954v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8770941012100322
0.008619873070000948,dfbd8db1f7c7b506c665bdf14b370f35,prebuiltrep.sbt.gz,"GCF_009363175.1 Citrobacter sp. NMI7904_11 strain=NMI7904_11, ASM936317v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8769880109801886
0.008331699666732013,df4886a1c843cff45fd4c0a5864186fc,prebuiltrep.sbt.gz,"GCF_900079995.3 Citrobacter europaeus strain=97/79, ASM90007999v3",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8760346740473659
0.008259278619968636,8846ab4d9c9c80f7b9f88cf9fbf1a878,prebuiltrep.sbt.gz,"GCF_011064845.1 Citrobacter freundii ATCC 8090 = MTCC 1658 = NBRC 12681 strain=ATCC 8090, ASM1106484v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8757900288417011
0.008238080527237153,a4c9575a1960b9b352f28b2ea7160154,prebuiltrep.sbt.gz,"GCF_002042885.1 Citrobacter portucalensis strain=A60, ASM204288v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8757180233895564
0.008224882873503384,0c011de2a210d40420c29cc5777ea9a4,prebuiltrep.sbt.gz,"GCF_003818115.1 Citrobacter youngae strain=CCUG 30791, ASM381811v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8756731023283313
0.008201030385868995,01591aa3b3feb1a15f30834bc37b766e,prebuiltrep.sbt.gz,"GCF_016811995.1 Citrobacter sp. R56 strain=R56, ASM1681199v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8755917364490975
0.008105369807497468,ba566bab258a0a66340ae7d5681d52e4,prebuiltrep.sbt.gz,"GCF_019048065.1 Citrobacter farmeri strain=FDAARGOS 1423, ASM1904806v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.875263080247348
0.008006569492917266,14e81c7b01dc29650e3dea02407c3361,prebuiltrep.sbt.gz,"GCF_000006945.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, ASM694v2",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8749196385325427
0.007888349514563107,791ee8f22e499921e46e691c8c8a29e5,prebuiltrep.sbt.gz,"GCF_010231475.1 Citrobacter sp. NCU1 strain=NCU1, ASM1023147v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8745032144601739
0.007850646242221159,45ab61a19780d2b63a7bccaec783d84b,prebuiltrep.sbt.gz,"GCF_002918555.1 Citrobacter amalonaticus strain=S646, ASM291855v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8743691248968712
0.007789159197609902,e452eb6ffdd6200c4c433e31379de835,prebuiltrep.sbt.gz,"GCA_900478215.1 Salmonella enterica subsp. houtenae serovar Houten strain=NCTC10401, 47328_E01",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8741490958266743
0.007776934749620637,463bc60226f2e0090f5c2c021295383d,prebuiltrep.sbt.gz,"GCF_000981805.1 Citrobacter amalonaticus Y19 strain=Y19, ASM98180v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8741051491995342
0.007685397744285857,08f9d9971e6b43b2c0ac353ae1c49bba,prebuiltrep.sbt.gz,"GCF_018323885.1 Citrobacter amalonaticus strain=JCM 1661, ASM1832388v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8737739175731981
0.007635206786850477,8aa7aae4817b9cea43e4118748cd82fc,prebuiltrep.sbt.gz,"GCA_000330845.1 Enterobacteriaceae bacterium strain FGI 57 strain=FGI 57, ASM33084v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8735906613100326
0.007602582795250989,5043df798fc51f2f40ef6e9769c15230,prebuiltrep.sbt.gz,"GCF_018252635.1 Citrobacter amalonaticus strain=ku-bf3, ASM1825263v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8734709139334165
0.007597434632461766,d97b82965974adae6e9c915eb95b6189,prebuiltrep.sbt.gz,"GCF_005281345.1 Citrobacter sp. wls619 strain=wls619, ASM528134v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8734519716609181
0.007596832869676867,00a66229ab74552a206e68e1421e4e49,prebuiltrep.sbt.gz,"GCF_000759835.1 Citrobacter sedlakii NBRC 105722 strain=NBRC 105722, ASM75983v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8734497567033271
0.007585470085470085,f2031ed0b88f7e3459d5efaa50651232,prebuiltrep.sbt.gz,"GCF_008692845.1 Salmonella enterica subsp. arizonae strain=CCUG 6322T, ASM869284v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8734079006123319
0.007560532108335726,e4c612e9ea6fe7869b7583a2f7df7037,prebuiltrep.sbt.gz,"GCF_002075345.1 Citrobacter braakii strain=ATCC 51113, ASM207534v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8733158239420886
0.0075002568581115795,2d314d10c5bb6a73b6d6940a3ecdd7de,prebuiltrep.sbt.gz,"GCF_018035235.1 Citrobacter sp. On2M strain=On2M, ASM1803523v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8730920448735712
0.007416804918512735,ec8cde88291bfceb4f881dfab719ccf1,prebuiltrep.sbt.gz,"GCF_004353845.1 Citrobacter sp. LY-1 strain=LY-1, ASM435384v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8727793065723821
0.007341848536658956,f4ebe6168bf6db662ce6b0489c0de0c8,prebuiltrep.sbt.gz,"GCF_000759815.1 Citrobacter rodentium NBRC 105723 strain=NBRC 105723, ASM75981v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8724954658387
0.00734094616639478,522163fb8f9b8dc9593891484b138f55,prebuiltrep.sbt.gz,"GCA_000759755.1 Citrobacter werkmanii NBRC 105721 strain=NBRC 105721, ASM75975v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8724920316038303
0.007258399004562422,9c2b21a93372aa2b55ea194ce3d0f0a3,prebuiltrep.sbt.gz,"GCF_004684345.1 Citrobacter sp. SNU WT2 strain=SNU WT2, ASM468434v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8721761197858117
0.00724418955629339,7a570771b3ebe5bf11b45686d2ce8b0f,prebuiltrep.sbt.gz,"GCF_000155975.1 Citrobacter youngae ATCC 29220 strain=ATCC 29220, ASM15597v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.872121386331142
0.007202387076859759,1275514cb4427705cdc5528ea4f374e6,prebuiltrep.sbt.gz,"GCF_013337685.1 Citrobacter gillenii strain=UMG736, ASM1333768v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8719597579771416
0.007137684907416985,1463078819918f33ebc617cf19ffd7d0,prebuiltrep.sbt.gz,"GCF_001037495.1 Citrobacter sp. MGH106 strain=MGH106, Citr_freu_complex_MGH106_V1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8717077758909163
0.007113153862989713,76e8258c94d5b021e52446baa357481b,prebuiltrep.sbt.gz,"GCF_009176645.1 Enterobacter oligotrophica strain=CCA6, ASM917664v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8716116572184495
0.007018680488068243,9dad801933fe355655047d07336f37d9,prebuiltrep.sbt.gz,"GCF_000252995.1 Salmonella bongori NCTC 12419 strain=NCTC 12419, ASM25299v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8712384432887496
0.007017543859649123,587d2e19b47be3482b74f40574f8ce5e,prebuiltrep.sbt.gz,"GCF_018342065.1 Citrobacter sp. FP75 strain=FP75, ASM1834206v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8712339233231018
0.006678281068524971,d88f3c512ece432b111f094181484852,prebuiltrep.sbt.gz,"GCF_000742135.1 Klebsiella pneumoniae strain=ATCC 13883, ASM74213v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8698518470735228
0.00665019950598518,71be5ad5151138a0e43401cc5b07f58b,prebuiltrep.sbt.gz,"GCF_000735435.1 Raoultella planticola ATCC 33531 strain=ATCC 33531, GRPL_DRAFTv1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8697344003507519
0.006614303431169905,722ac6531f735d64f477c3828dc414a3,prebuiltrep.sbt.gz,"GCF_015672735.1 Citrobacter sp. Res13-Sevr-PEB04-36 strain=Res13-Sevr-PEB04-36, ASM1567273v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.86958356487555
0.006583351930372685,b8aac5a4d074b2021e7c61d46b5ecd91,prebuiltrep.sbt.gz,"GCF_900021175.1 Enterobacter timonensis strain=mt20, Enterobacter timonensis",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8694528646625452
0.006526616357332245,a6418c55e4414da865101ce67f37be9e,prebuiltrep.sbt.gz,"GCF_003315335.1 Pseudocitrobacter faecalis strain=DSM 27453, ASM331533v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8692117225052518
0.0062618030016896925,a718961003eb4318907cd5b2dc2ac082,prebuiltrep.sbt.gz,"GCF_002208095.1 Enterobacter cloacae complex sp. ECNIH7 strain=ECNIH7, ASM220809v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8680584737888196
0.006017736486486487,9bf7a418cd8becd7ca257320c92b746e,prebuiltrep.sbt.gz,"GCF_001521715.1 Enterobacter asburiae strain=ATCC 35953, ASM152171v1",../refs/Escherichia_coli_iai39.fasta,,a18a17ca,0.8669527010507351
